Date,Price
2022-11-21,2.437
2022-11-22,2.541
2022-11-23,2.474
2022-11-25,2.328
2022-11-28,2.331
2022-11-29,2.332
2022-11-30,2.419
2022-12-01,2.342
2022-12-02,2.28
2022-12-05,2.202
2022-12-06,2.149
2022-12-07,2.077
2022-12-08,2.049
2022-12-09,2.056
2022-12-12,2.081
2022-12-13,2.161
2022-12-14,2.244
2022-12-15,2.167
2022-12-16,2.132
2022-12-19,2.178
2022-12-20,2.223
2022-12-21,2.256
2022-12-22,2.249
2022-12-23,2.384
2022-12-27,2.36
2022-12-28,2.363
2022-12-29,2.371
2022-12-30,2.46
2023-01-03,2.361
2023-01-04,2.259
2023-01-05,2.267
2023-01-06,2.245
2023-01-09,2.293
2023-01-10,2.328
2023-01-11,2.435
2023-01-12,2.475
2023-01-13,2.533
2023-01-17,2.545
2023-01-18,2.524
2023-01-19,2.597
2023-01-20,2.645
2023-01-23,2.697
2023-01-24,2.649
2023-01-25,2.593
2023-01-26,2.612
2023-01-27,2.589
2023-01-30,2.499
2023-01-31,2.544
2023-02-01,2.454
2023-02-02,2.452
2023-02-03,2.321
2023-02-06,2.373
2023-02-07,2.457
2023-02-08,2.463
2023-02-09,2.448
2023-02-10,2.504
2023-02-13,2.531
2023-02-14,2.489
2023-02-15,2.498
2023-02-16,2.436
2023-02-17,2.408
2023-02-21,2.416
2023-02-22,2.338
2023-02-23,2.38
2023-02-24,2.359
2023-02-27,2.368
2023-02-28,2.434
2023-03-01,2.675
2023-03-02,2.7
2023-03-03,2.75
2023-03-06,2.797
2023-03-07,2.701
2023-03-08,2.689
2023-03-09,2.605
2023-03-10,2.646
2023-03-13,2.591
2023-03-14,2.553
2023-03-15,2.438
2023-03-16,2.504
2023-03-17,2.502
2023-03-20,2.536
2023-03-21,2.539
2023-03-22,2.593
2023-03-23,2.606
2023-03-24,2.589
2023-03-27,2.684
2023-03-28,2.712
2023-03-29,2.668
2023-03-30,2.661
2023-03-31,2.701
2023-04-03,2.758
2023-04-04,2.737
2023-04-05,2.82
2023-04-06,2.813
2023-04-10,2.808
2023-04-11,2.865
2023-04-12,2.873
2023-04-13,2.832
2023-04-14,2.836
2023-04-17,2.774
2023-04-18,2.751
2023-04-19,2.646
2023-04-20,2.586
2023-04-21,2.602
2023-04-24,2.632
2023-04-25,2.589
2023-04-26,2.549
2023-04-27,2.533
2023-04-28,2.578
2023-05-01,2.55
2023-05-02,2.436
2023-05-03,2.322
2023-05-04,2.326
2023-05-05,2.379
2023-05-08,2.462
2023-05-09,2.48
